review_text,sentiment
Not bad earphones. Serves its purpose.,neutral
Useless webcam. Would not recommend.,negative
This laptop is terrible. Not worth the price.,negative
Waste of money on this microphone. Stay away from this.,negative
This headphones is amazing! Highly recommended!,positive
Best laptop I've ever used. Very satisfied with the purchase.,positive
This cable is terrible. Stay away from this.,negative
Disappointing keyboard. Not worth the price.,negative
Usual keyboard. As expected.,neutral
Outstanding speaker. Will buy again!,positive
Outstanding laptop. Very satisfied with the purchase.,positive
Awful microphone! Not as described.,negative
Bad cable. Not worth the price.,negative
Best monitor I've ever used. Exactly what I wanted.,positive
Brilliant earphones! Exactly what I wanted.,positive
I love this speaker. Great value for money.,positive
Superb charger. Great value for money.,positive
This router is amazing! Highly recommended!,positive
Usual powerbank. Average quality.,neutral
Decent earphones. Acceptable quality.,neutral
Poor quality tablet. Regret the purchase.,negative
Horrible speaker. Not worth the price.,negative
Best printer I've ever used. Will buy again!,positive
The mouse is fine. Standard features.,neutral
Regular earphones. As expected.,neutral
The headphones is fine. Standard features.,neutral
This monitor is okay. Meets basic requirements.,neutral
Not bad powerbank. Nothing special.,neutral
Excellent cable! Great value for money.,positive
Great powerbank with innovative features. Exceeded my expectations.,positive
Usual cable. As expected.,neutral
Not bad microphone. Standard features.,neutral
Not bad smartphone. Acceptable quality.,neutral
Useless microphone. Terrible experience.,negative
Wonderful microphone! Worth every penny!,positive
Decent memory card. Nothing special.,neutral
Usual tablet. Decent for the price.,neutral
Brilliant webcam! Perfect for my needs.,positive
Brilliant speaker! Will buy again!,positive
Best earphones I've ever used. Perfect for my needs.,positive
Horrible mouse. Not worth the price.,negative
Regret buying this headphones. Not as described.,negative
Outstanding webcam. Exceeded my expectations.,positive
Standard laptop. Could be better.,neutral
Standard tablet. Decent for the price.,neutral
"This laptop is okay. Not bad, not great.",neutral
Brilliant earphones! Couldn't be happier!,positive
Standard hard drive. Meets basic requirements.,neutral
Regret buying this mouse. Regret the purchase.,negative
Disappointing cable. Complete waste of money.,negative
Best speaker I've ever used. Perfect for my needs.,positive
Horrible speaker. Terrible experience.,negative
Great router with reliable performance. Perfect for my needs.,positive
Useless mouse. Stay away from this.,negative
Poor quality earphones. Stay away from this.,negative
Bad speaker. Complete waste of money.,negative
Wonderful webcam! Great value for money.,positive
Worst smartphone ever. Very disappointed.,negative
Usual cable. Acceptable quality.,neutral
Usual earphones. Standard features.,neutral
Waste of money on this tablet. Not as described.,negative
Waste of money on this microphone. Poor quality.,negative
This tablet is okay. Could be better.,neutral
Wonderful smartwatch! Highly recommended!,positive
This microphone is terrible. Not as described.,negative
This keyboard is amazing! Very satisfied with the purchase.,positive
Superb monitor. Perfect for my needs.,positive
Awful mouse! Poor quality.,negative
Great monitor with innovative features. Exactly what I wanted.,positive
I love this powerbank. Perfect for my needs.,positive
"Average earphones. Not bad, not great.",neutral
Horrible powerbank. Regret the purchase.,negative
Not bad webcam. Serves its purpose.,neutral
Worst earphones ever. Not as described.,negative
Awful laptop! Very disappointed.,negative
Waste of money on this smartwatch. Would not recommend.,negative
Outstanding microphone. Better than expected.,positive
Excellent printer! Couldn't be happier!,positive
Waste of money on this router. Complete waste of money.,negative
Basic webcam. Meets basic requirements.,neutral
Superb earphones. Great value for money.,positive
This powerbank is amazing! Perfect for my needs.,positive
I love this earphones. Highly recommended!,positive
Disappointing monitor. Not as described.,negative
Useless microphone. Terrible experience.,negative
Wonderful mouse! Perfect for my needs.,positive
Basic camera. Nothing special.,neutral
Excellent webcam! Worth every penny!,positive
Poor quality mouse. Poor quality.,negative
Poor quality monitor. Stay away from this.,negative
This cable is terrible. Very disappointed.,negative
Waste of money on this cable. Not as described.,negative
I love this charger. Exceeded my expectations.,positive
This laptop is okay. Standard features.,neutral
Decent cable. Standard features.,neutral
I love this smartwatch. Perfect for my needs.,positive
Average router. Nothing special.,neutral
Useless microphone. Would not recommend.,negative
Acceptable headphones. Nothing special.,neutral
Worst smartphone ever. Poor quality.,negative
Not bad speaker. Decent for the price.,neutral
The keyboard is fine. Nothing special.,neutral
Horrible cable. Not as described.,negative
Useless cable. Terrible experience.,negative
Great smartwatch with innovative features. Better than expected.,positive
"This tablet is okay. Not bad, not great.",neutral
Basic microphone. Decent for the price.,neutral
Superb camera. Will buy again!,positive
Excellent printer! Very satisfied with the purchase.,positive
Average cable. Meets basic requirements.,neutral
Standard smartphone. Nothing special.,neutral
This mouse is terrible. Stay away from this.,negative
This mouse is terrible. Very misleading.,negative
Brilliant laptop! Perfect for my needs.,positive
Usual speaker. Standard features.,neutral
Great speaker with premium feel. Better than expected.,positive
Poor quality camera. Stay away from this.,negative
Useless laptop. Very misleading.,negative
Excellent laptop! Highly recommended!,positive
Useless mouse. Very misleading.,negative
Not bad smartphone. Acceptable quality.,neutral
I love this mouse. Worth every penny!,positive
Acceptable camera. Meets basic requirements.,neutral
Average smartwatch. Average quality.,neutral
Outstanding router. Exceeded my expectations.,positive
Average router. Decent for the price.,neutral
Average tablet. Could be better.,neutral
This mouse is okay. Decent for the price.,neutral
This printer is okay. Could be better.,neutral
"Standard monitor. Not bad, not great.",neutral
Regular camera. Serves its purpose.,neutral
Best charger I've ever used. Couldn't be happier!,positive
Disappointing earphones. Terrible experience.,negative
This camera is terrible. Terrible experience.,negative
This mouse is terrible. Regret the purchase.,negative
Regular memory card. Meets basic requirements.,neutral
Superb cable. Exceeded my expectations.,positive
Useless mouse. Very disappointed.,negative
Horrible headphones. Not worth the price.,negative
I love this monitor. Worth every penny!,positive
Great mouse with comfortable to use. Better than expected.,positive
Regret buying this router. Very disappointed.,negative
Superb earphones. Better than expected.,positive
Regular monitor. Acceptable quality.,neutral
Decent earphones. Nothing special.,neutral
Not bad laptop. Serves its purpose.,neutral
Great router with innovative features. Exactly what I wanted.,positive
Usual hard drive. Average quality.,neutral
I love this camera. Exceeded my expectations.,positive
Disappointing laptop. Not as described.,negative
Bad tablet. Regret the purchase.,negative
Useless router. Very misleading.,negative
Standard powerbank. Decent for the price.,neutral
This laptop is terrible. Not as described.,negative
Wonderful smartwatch! Better than expected.,positive
Waste of money on this webcam. Terrible experience.,negative
Poor quality keyboard. Terrible experience.,negative
"Decent camera. Not bad, not great.",neutral
Average camera. As expected.,neutral
Regret buying this memory card. Very disappointed.,negative
Brilliant microphone! Great value for money.,positive
Fantastic smartphone! Exactly what I wanted.,positive
This tablet is okay. Could be better.,neutral
Fantastic keyboard! Worth every penny!,positive
